city,time,name,rate,type,location,price
Melbourne,04-05,ibis Melbourne Swanston Street,Very good ,Hotel,"Melbourne, 1.1 km to Federation Square",115
Melbourne,04-05,Adina Apartment Hotel Melbourne on Flinders,Excellent ,Serviced apartment,"Melbourne, 0.8 km to Federation Square",288
Melbourne,04-05,Crown Promenade Melbourne,Excellent ,Hotel,"Melbourne, 1.2 km to Federation Square",378
Melbourne,04-05,Mantra on Russell,Excellent ,Serviced apartment,"Melbourne, 0.5 km to Federation Square",209
Melbourne,04-05,DoubleTree by Hilton Hotel Melbourne Flinders Street,Very good ,Hotel,"Melbourne, 0.5 km to Federation Square",315
Melbourne,04-05,Hotel Quest Hawthorn,Excellent ,Serviced apartment,"Melbourne, 6.4 km to Federation Square",209
Melbourne,04-05,Hotel Crown Metropol Melbourne,Excellent ,Hotel,"Melbourne, 1.3 km to Federation Square",479
Melbourne,04-05,Playhouse Apartments,Excellent ,Serviced apartment,"Melbourne, 0.7 km away from the beach",149
Melbourne,04-05,Grand Hyatt Melbourne,Excellent ,Hotel,"Melbourne, 0.6 km to Federation Square",509
Melbourne,04-05,Mantra Bell City,Good ,Hotel,"Melbourne, 8.5 km to Federation Square",150
Melbourne,04-05,Pullman Melbourne On The Park,Excellent ,Hotel,"Melbourne, 1.8 km to Federation Square",229
Melbourne,04-05,Sandy Hill Serviced Apartments Sandringham,Excellent ,Serviced apartment,"Melbourne, 10.5 km to St Kilda Beach",189
Melbourne,05-06,Crowne Plaza Melbourne,Very good ,Hotel,"Melbourne, 1.2 km to Federation Square",307
Melbourne,05-06,InterContinental Melbourne,Excellent ,Hotel,"Melbourne, 0.7 km to Federation Square",666
Melbourne,05-06,Mantra 100 Exhibition,Very good ,Serviced apartment,"Melbourne, 0.7 km to Federation Square",259
Melbourne,05-06,Parkroyal Melbourne Airport,Excellent ,Hotel,"Melbourne, 0.1 km to Airport Melbourne Tullamarine",272
Melbourne,05-06,Hotel Holiday Inn Melbourne Airport,Very good ,Hotel,"Melbourne, 3.1 km to Airport Essendon",184
Melbourne,05-06,Atlantis,Very good ,Hotel,"Melbourne, 1.0 km to Federation Square",151
Melbourne,05-06,Winston Apartments,Very good ,Serviced apartment,"Melbourne, 0.9 km to Federation Square",229
Melbourne,05-06,Hotel 115,Excellent ,Hotel,"Melbourne, 6.7 km to Federation Square",186
Melbourne,05-06,Travelodge Melbourne Docklands,Very good ,Hotel,"Melbourne, 1.3 km to Federation Square",188
Melbourne,05-06,Novotel Melbourne South Wharf,Excellent ,Hotel,"Melbourne, 1.6 km to City centre",319
Melbourne,05-06,Travelodge Melbourne Southbank,Very good ,Hotel,"Melbourne, 0.9 km to Federation Square",170
Melbourne,05-06,Ibis Melbourne Central,Excellent ,Hotel,"Melbourne, 0.4 km to City centre",179
Melbourne,05-06,Rendezvous Hotel Melbourne,Very good ,Hotel,"Melbourne, 0.5 km to Federation Square",194
Melbourne,05-06,Hotel Mantra on the Park,Very good ,Serviced apartment,"Melbourne, 0.8 km to Federation Square",219
Melbourne,05-06,Crown Promenade Melbourne,Excellent ,Hotel,"Melbourne, 1.2 km to Federation Square",469
Melbourne,05-06,Hotel Quest Hawthorn,Excellent ,Serviced apartment,"Melbourne, 6.4 km to Federation Square",209
Melbourne,05-06,Hotel Crown Metropol Melbourne,Excellent ,Hotel,"Melbourne, 1.3 km to Federation Square",488
Melbourne,05-06,Adina Apartment Hotel Melbourne on Flinders,Excellent ,Serviced apartment,"Melbourne, 0.8 km to Federation Square",328
Melbourne,05-06,Apartments of Waverley,Excellent ,Serviced apartment,"Melbourne, 16.7 km to St Kilda Beach",205
Melbourne,05-06,Mantra on Russell,Excellent ,Serviced apartment,"Melbourne, 0.5 km to Federation Square",249
Melbourne,05-06,Grand Hyatt Melbourne,Excellent ,Hotel,"Melbourne, 0.6 km to Federation Square",509
Melbourne,05-06,DoubleTree by Hilton Hotel Melbourne Flinders Street,Very good ,Hotel,"Melbourne, 0.5 km to Federation Square",363
Melbourne,05-06,Mantra Bell City,Good ,Hotel,"Melbourne, 8.5 km to Federation Square",150
Melbourne,05-06,Sandy Hill Serviced Apartments Sandringham,Excellent ,Serviced apartment,"Melbourne, 10.5 km to St Kilda Beach",189
Melbourne,05-06,Pullman Melbourne Albert Park Hotel,Excellent ,Hotel,"Melbourne, 2.2 km to St Kilda Beach",179
Melbourne,06-07,Crowne Plaza Melbourne,Very good ,Hotel,"Melbourne, 1.2 km to Federation Square",291
Melbourne,06-07,InterContinental Melbourne,Excellent ,Hotel,"Melbourne, 0.7 km to Federation Square",380
Melbourne,06-07,Park Hyatt Melbourne,Excellent ,Hotel,"Melbourne, 1.2 km to Federation Square",365
Melbourne,06-07,Mantra 100 Exhibition,Very good ,Serviced apartment,"Melbourne, 0.7 km to Federation Square",199
Melbourne,06-07,Hotel Holiday Inn Melbourne Airport,Very good ,Hotel,"Melbourne, 3.1 km to Airport Essendon",208
Melbourne,06-07,Travelodge Melbourne Docklands,Very good ,Hotel,"Melbourne, 1.3 km to Federation Square",161
Melbourne,06-07,Parkroyal Melbourne Airport,Excellent ,Hotel,"Melbourne, 0.1 km to Airport Melbourne Tullamarine",272
Melbourne,06-07,Winston Apartments,Very good ,Serviced apartment,"Melbourne, 0.9 km to Federation Square",189
Melbourne,06-07,Atlantis,Very good ,Hotel,"Melbourne, 1.0 km to Federation Square",151
Melbourne,06-07,Hotel Mantra on the Park,Very good ,Serviced apartment,"Melbourne, 0.8 km to Federation Square",199
Melbourne,06-07,Hotel 115,Excellent ,Hotel,"Melbourne, 6.7 km to Federation Square",186
Melbourne,06-07,Rendezvous Hotel Melbourne,Very good ,Hotel,"Melbourne, 0.5 km to Federation Square",164
Melbourne,06-07,Crown Promenade Melbourne,Excellent ,Hotel,"Melbourne, 1.2 km to Federation Square",299
Melbourne,06-07,Hotel Crown Metropol Melbourne,Excellent ,Hotel,"Melbourne, 1.3 km to Federation Square",309
Melbourne,06-07,Travelodge Melbourne Southbank,Very good ,Hotel,"Melbourne, 0.9 km to Federation Square",179
Melbourne,06-07,Ibis Melbourne Central,Excellent ,Hotel,"Melbourne, 0.4 km to City centre",152
Melbourne,06-07,Adina Apartment Hotel Melbourne on Flinders,Excellent ,Serviced apartment,"Melbourne, 0.8 km to Federation Square",184
Melbourne,06-07,Mantra on Russell,Excellent ,Serviced apartment,"Melbourne, 0.5 km to Federation Square",209
Melbourne,06-07,Novotel Melbourne South Wharf,Excellent ,Hotel,"Melbourne, 1.6 km to City centre",399
Melbourne,06-07,Hotel Quest Hawthorn,Excellent ,Serviced apartment,"Melbourne, 6.4 km to Federation Square",209
Melbourne,06-07,Grand Hyatt Melbourne,Excellent ,Hotel,"Melbourne, 0.6 km to Federation Square",409
Melbourne,06-07,Playhouse Apartments,Excellent ,Serviced apartment,"Melbourne, 0.7 km away from the beach",149
Melbourne,06-07,Apartments of Waverley,Excellent ,Serviced apartment,"Melbourne, 16.7 km to St Kilda Beach",205
Melbourne,06-07,ibis Melbourne Swanston Street,Very good ,Hotel,"Melbourne, 1.1 km to Federation Square",135
Melbourne,06-07,DoubleTree by Hilton Hotel Melbourne Flinders Street,Very good ,Hotel,"Melbourne, 0.5 km to Federation Square",271
Melbourne,07-08,Crowne Plaza Melbourne,Very good ,Hotel,"Melbourne, 1.2 km to Federation Square",291
Melbourne,07-08,InterContinental Melbourne,Excellent ,Hotel,"Melbourne, 0.7 km to Federation Square",380
Melbourne,07-08,Mantra 100 Exhibition,Very good ,Serviced apartment,"Melbourne, 0.7 km to Federation Square",199
Melbourne,07-08,Park Hyatt Melbourne,Excellent ,Hotel,"Melbourne, 1.2 km to Federation Square",385
Melbourne,07-08,Hotel Holiday Inn Melbourne Airport,Very good ,Hotel,"Melbourne, 3.1 km to Airport Essendon",216
Melbourne,07-08,Travelodge Melbourne Docklands,Very good ,Hotel,"Melbourne, 1.3 km to Federation Square",161
Melbourne,07-08,Southbank Apartments - Freshwater Place,Excellent ,Serviced apartment,"Melbourne, 0.9 km to Federation Square",305
Melbourne,07-08,Parkroyal Melbourne Airport,Excellent ,Hotel,"Melbourne, 0.1 km to Airport Melbourne Tullamarine",272
Melbourne,07-08,Atlantis,Very good ,Hotel,"Melbourne, 1.0 km to Federation Square",151
Melbourne,07-08,Hotel 115,Excellent ,Hotel,"Melbourne, 6.7 km to Federation Square",186
Melbourne,07-08,Hotel Crown Metropol Melbourne,Excellent ,Hotel,"Melbourne, 1.3 km to Federation Square",339
Melbourne,07-08,DoubleTree by Hilton Hotel Melbourne Flinders Street,Very good ,Hotel,"Melbourne, 0.5 km to Federation Square",235
Melbourne,07-08,Ibis Melbourne Central,Excellent ,Hotel,"Melbourne, 0.4 km to City centre",154
Melbourne,07-08,Travelodge Melbourne Southbank,Very good ,Hotel,"Melbourne, 0.9 km to Federation Square",179
Melbourne,07-08,Rendezvous Hotel Melbourne,Very good ,Hotel,"Melbourne, 0.5 km to Federation Square",191
Melbourne,07-08,Mantra on Russell,Excellent ,Serviced apartment,"Melbourne, 0.5 km to Federation Square",219
Melbourne,07-08,Winston Apartments,Very good ,Serviced apartment,"Melbourne, 0.9 km to Federation Square",229
Melbourne,07-08,Hotel Quest Hawthorn,Excellent ,Serviced apartment,"Melbourne, 6.4 km to Federation Square",209
Melbourne,07-08,Hotel Mercure Melbourne Albert Park,Very good ,Hotel,"Melbourne, 2.2 km to St Kilda Beach",103
Melbourne,07-08,Novotel Melbourne South Wharf,Excellent ,Hotel,"Melbourne, 1.6 km to City centre",399
Melbourne,07-08,Apartments of Waverley,Excellent ,Serviced apartment,"Melbourne, 16.7 km to St Kilda Beach",205
Melbourne,07-08,Adina Apartment Hotel Melbourne on Flinders,Excellent ,Serviced apartment,"Melbourne, 0.8 km to Federation Square",212
Melbourne,07-08,Hotel Mantra on the Park,Very good ,Serviced apartment,"Melbourne, 0.8 km to Federation Square",244
Melbourne,07-08,Grand Hyatt Melbourne,Excellent ,Hotel,"Melbourne, 0.6 km to Federation Square",429
Melbourne,07-08,Crown Promenade Melbourne,Excellent ,Hotel,"Melbourne, 1.2 km to Federation Square",349
Melbourne,08-09,Crowne Plaza Melbourne,Very good ,Hotel,"Melbourne, 1.2 km to Federation Square",228
Melbourne,08-09,InterContinental Melbourne,Excellent ,Hotel,"Melbourne, 0.7 km to Federation Square",289
Melbourne,08-09,Park Hyatt Melbourne,Excellent ,Hotel,"Melbourne, 1.2 km to Federation Square",345
Melbourne,08-09,Travelodge Melbourne Docklands,Very good ,Hotel,"Melbourne, 1.3 km to Federation Square",161
Melbourne,08-09,Hotel Holiday Inn Melbourne Airport,Very good ,Hotel,"Melbourne, 3.1 km to Airport Essendon",200
Melbourne,08-09,Mantra 100 Exhibition,Very good ,Serviced apartment,"Melbourne, 0.7 km to Federation Square",199
Melbourne,08-09,Parkroyal Melbourne Airport,Excellent ,Hotel,"Melbourne, 0.1 km to Airport Melbourne Tullamarine",264
Melbourne,08-09,Hotel 115,Excellent ,Hotel,"Melbourne, 6.7 km to Federation Square",156
Melbourne,08-09,Atlantis,Very good ,Hotel,"Melbourne, 1.0 km to Federation Square",157
Melbourne,08-09,DoubleTree by Hilton Hotel Melbourne Flinders Street,Very good ,Hotel,"Melbourne, 0.5 km to Federation Square",209
Melbourne,08-09,Hotel Quest Hawthorn,Excellent ,Serviced apartment,"Melbourne, 6.4 km to Federation Square",152
Melbourne,08-09,Crown Promenade Melbourne,Excellent ,Hotel,"Melbourne, 1.2 km to Federation Square",279
Melbourne,08-09,Travelodge Melbourne Southbank,Very good ,Hotel,"Melbourne, 0.9 km to Federation Square",179
Melbourne,08-09,Rendezvous Hotel Melbourne,Very good ,Hotel,"Melbourne, 0.5 km to Federation Square",191
Melbourne,08-09,Ibis Melbourne Central,Excellent ,Hotel,"Melbourne, 0.4 km to City centre",162
Melbourne,08-09,Quest Brighton on the Bay,Good ,Serviced apartment,"Melbourne, 0.4 km away from the beach",151
Melbourne,08-09,The Jazz Corner Hotel,Excellent ,Hotel,"Melbourne, 0.7 km to City centre",199
Melbourne,08-09,Novotel Melbourne South Wharf,Excellent ,Hotel,"Melbourne, 1.6 km to City centre",295
Melbourne,08-09,Beaumont Kew Apartments,Good ,Serviced apartment,"Melbourne, 5.7 km to Federation Square",145
Melbourne,08-09,Grand Hyatt Melbourne,Excellent ,Hotel,"Melbourne, 0.6 km to Federation Square",419
Melbourne,08-09,Sandy Hill Serviced Apartments Sandringham,Excellent ,Serviced apartment,"Melbourne, 10.5 km to St Kilda Beach",229
Melbourne,08-09,Novotel Melbourne on Collins,Very good ,Hotel,"Melbourne, 0.3 km to Federation Square",218
Melbourne,08-09,Mantra on Russell,Excellent ,Serviced apartment,"Melbourne, 0.5 km to Federation Square",209
Melbourne,08-09,Pullman Melbourne On The Park,Excellent ,Hotel,"Melbourne, 1.8 km to Federation Square",229
Melbourne,08-09,Hotel Crown Metropol Melbourne,Excellent ,Hotel,"Melbourne, 1.3 km to Federation Square",399
Melbourne,09-10,Crowne Plaza Melbourne,Very good ,Hotel,"Melbourne, 1.2 km to Federation Square",274
Melbourne,09-10,InterContinental Melbourne,Excellent ,Hotel,"Melbourne, 0.7 km to Federation Square",297
Melbourne,09-10,Parkroyal Melbourne Airport,Excellent ,Hotel,"Melbourne, 0.1 km to Airport Melbourne Tullamarine",230
Melbourne,09-10,Travelodge Melbourne Docklands,Very good ,Hotel,"Melbourne, 1.3 km to Federation Square",206
Melbourne,09-10,Hotel Holiday Inn Melbourne Airport,Very good ,Hotel,"Melbourne, 3.1 km to Airport Essendon",168
Melbourne,09-10,Mantra 100 Exhibition,Very good ,Serviced apartment,"Melbourne, 0.7 km to Federation Square",239
Melbourne,09-10,Hotel 115,Excellent ,Hotel,"Melbourne, 6.7 km to Federation Square",156
Melbourne,09-10,Mantra Tullamarine Hotel,Very good ,Hotel,"Melbourne, 3.6 km to Airport Melbourne Tullamarine",132
Melbourne,09-10,Novotel Melbourne South Wharf,Excellent ,Hotel,"Melbourne, 1.6 km to City centre",295
Melbourne,09-10,Hotel Quest Hawthorn,Excellent ,Serviced apartment,"Melbourne, 6.4 km to Federation Square",152
Melbourne,09-10,Ibis Melbourne Central,Excellent ,Hotel,"Melbourne, 0.4 km to City centre",169
Melbourne,09-10,Atlantis,Very good ,Hotel,"Melbourne, 1.0 km to Federation Square",206
Melbourne,09-10,DoubleTree by Hilton Hotel Melbourne Flinders Street,Very good ,Hotel,"Melbourne, 0.5 km to Federation Square",262
Melbourne,09-10,ibis Melbourne Swanston Street,Very good ,Hotel,"Melbourne, 1.1 km to Federation Square",145
Melbourne,09-10,Rendezvous Hotel Melbourne,Very good ,Hotel,"Melbourne, 0.5 km to Federation Square",231
Melbourne,09-10,Travelodge Melbourne Southbank,Very good ,Hotel,"Melbourne, 0.9 km to Federation Square",215
Melbourne,09-10,Mantra Bell City,Good ,Hotel,"Melbourne, 8.5 km to Federation Square",190
Melbourne,09-10,Mantra on Russell,Excellent ,Serviced apartment,"Melbourne, 0.5 km to Federation Square",249
Melbourne,09-10,Grand Hyatt Melbourne,Excellent ,Hotel,"Melbourne, 0.6 km to Federation Square",409
Melbourne,09-10,Hotel Mantra on the Park,Very good ,Serviced apartment,"Melbourne, 0.8 km to Federation Square",259
Melbourne,09-10,Pullman Melbourne Albert Park Hotel,Excellent ,Hotel,"Melbourne, 2.2 km to St Kilda Beach",242
Melbourne,09-10,Langham,Excellent ,Hotel,"Melbourne, 0.8 km to Federation Square",420
Melbourne,09-10,Hotel Mercure Melbourne Albert Park,Very good ,Hotel,"Melbourne, 2.2 km to St Kilda Beach",130
Melbourne,09-10,Punthill Williamstown,Excellent ,Serviced apartment,"Melbourne, 6.6 km to St Kilda Beach",172
Melbourne,09-10,Pullman Melbourne On The Park,Excellent ,Hotel,"Melbourne, 1.8 km to Federation Square",229
Melbourne,10-11,Crowne Plaza Melbourne,Very good ,Hotel,"Melbourne, 1.2 km to Federation Square",209
Melbourne,10-11,InterContinental Melbourne,Excellent ,Hotel,"Melbourne, 0.7 km to Federation Square",236
Melbourne,10-11,Travelodge Melbourne Docklands,Very good ,Hotel,"Melbourne, 1.3 km to Federation Square",116
Melbourne,10-11,Mantra 100 Exhibition,Very good ,Serviced apartment,"Melbourne, 0.7 km to Federation Square",159
Melbourne,10-11,Hotel Holiday Inn Melbourne Airport,Very good ,Hotel,"Melbourne, 3.1 km to Airport Essendon",164
Melbourne,10-11,Park Hyatt Melbourne,Excellent ,Hotel,"Melbourne, 1.2 km to Federation Square",305
Melbourne,10-11,Atlantis,Very good ,Hotel,"Melbourne, 1.0 km to Federation Square",119
Melbourne,10-11,Parkroyal Melbourne Airport,Excellent ,Hotel,"Melbourne, 0.1 km to Airport Melbourne Tullamarine",251
Melbourne,10-11,Ibis Melbourne Central,Excellent ,Hotel,"Melbourne, 0.4 km to City centre",104
Melbourne,10-11,Travelodge Melbourne Southbank,Very good ,Hotel,"Melbourne, 0.9 km to Federation Square",134
Melbourne,10-11,Hotel Mantra on the Park,Very good ,Serviced apartment,"Melbourne, 0.8 km to Federation Square",169
Melbourne,10-11,Crown Promenade Melbourne,Excellent ,Hotel,"Melbourne, 1.2 km to Federation Square",259
Melbourne,10-11,Rendezvous Hotel Melbourne,Very good ,Hotel,"Melbourne, 0.5 km to Federation Square",134
Melbourne,10-11,Quest Flemington Apartment Hotels,Excellent ,Serviced apartment,"Melbourne, 4.5 km to Federation Square",170
Melbourne,10-11,Grand Hyatt Melbourne,Excellent ,Hotel,"Melbourne, 0.6 km to Federation Square",269
Melbourne,10-11,Mantra on Russell,Excellent ,Serviced apartment,"Melbourne, 0.5 km to Federation Square",169
Melbourne,10-11,DoubleTree by Hilton Hotel Melbourne Flinders Street,Very good ,Hotel,"Melbourne, 0.5 km to Federation Square",201
Melbourne,10-11,BreakFree On Collins, ,,"Melbourne, 0.4 km to Federation Square",129
Melbourne,10-11,ibis Melbourne Swanston Street,Very good ,Hotel,"Melbourne, 1.1 km to Federation Square",95
Melbourne,10-11,Novotel Melbourne South Wharf,Excellent ,Hotel,"Melbourne, 1.6 km to City centre",215
Melbourne,10-11,Hotel 115,Excellent ,Hotel,"Melbourne, 6.7 km to Federation Square",186
Melbourne,10-11,The Sebel Melbourne Docklands,Very good ,Serviced apartment,"Melbourne, 1.9 km to Federation Square",129
Melbourne,10-11,Hotel Quest Hawthorn,Excellent ,Serviced apartment,"Melbourne, 6.4 km to Federation Square",152
Melbourne,10-11,Adina Apartment Hotel Melbourne on Flinders,Excellent ,Serviced apartment,"Melbourne, 0.8 km to Federation Square",157
Melbourne,10-11,Winston Apartments,Very good ,Serviced apartment,"Melbourne, 0.9 km to Federation Square",229
Melbourne,11-12,Crowne Plaza Melbourne,Very good ,Hotel,"Melbourne, 1.2 km to Federation Square",213
Melbourne,11-12,InterContinental Melbourne,Excellent ,Hotel,"Melbourne, 0.7 km to Federation Square",264
Melbourne,11-12,Park Hyatt Melbourne,Excellent ,Hotel,"Melbourne, 1.2 km to Federation Square",305
Melbourne,11-12,Mantra 100 Exhibition,Very good ,Serviced apartment,"Melbourne, 0.7 km to Federation Square",189
Melbourne,11-12,Hotel Holiday Inn Melbourne Airport,Very good ,Hotel,"Melbourne, 3.1 km to Airport Essendon",220
Melbourne,11-12,Atlantis,Very good ,Hotel,"Melbourne, 1.0 km to Federation Square",111
Melbourne,11-12,Quest Flemington Apartment Hotels,Excellent ,Serviced apartment,"Melbourne, 4.5 km to Federation Square",170
Melbourne,11-12,Winston Apartments,Very good ,Serviced apartment,"Melbourne, 0.9 km to Federation Square",179
Melbourne,11-12,Parkroyal Melbourne Airport,Excellent ,Hotel,"Melbourne, 0.1 km to Airport Melbourne Tullamarine",272
Melbourne,11-12,Crown Promenade Melbourne,Excellent ,Hotel,"Melbourne, 1.2 km to Federation Square",259
Melbourne,11-12,Ibis Melbourne Central,Excellent ,Hotel,"Melbourne, 0.4 km to City centre",109
Melbourne,11-12,Travelodge Melbourne Docklands,Very good ,Hotel,"Melbourne, 1.3 km to Federation Square",179
Melbourne,11-12,Rendezvous Hotel Melbourne,Very good ,Hotel,"Melbourne, 0.5 km to Federation Square",149
Melbourne,11-12,Hotel Mantra on the Park,Very good ,Serviced apartment,"Melbourne, 0.8 km to Federation Square",199
Melbourne,11-12,Hotel Crown Metropol Melbourne,Excellent ,Hotel,"Melbourne, 1.3 km to Federation Square",268
Melbourne,11-12,Travelodge Melbourne Southbank,Very good ,Hotel,"Melbourne, 0.9 km to Federation Square",170
Melbourne,11-12,Hotel 115,Excellent ,Hotel,"Melbourne, 6.7 km to Federation Square",186
Melbourne,11-12,Grand Hyatt Melbourne,Excellent ,Hotel,"Melbourne, 0.6 km to Federation Square",309
Melbourne,11-12,BreakFree On Collins, ,,"Melbourne, 0.4 km to Federation Square",139
Melbourne,11-12,ibis Melbourne Swanston Street,Very good ,Hotel,"Melbourne, 1.1 km to Federation Square",105
Melbourne,11-12,Langham,Excellent ,Hotel,"Melbourne, 0.8 km to Federation Square",280
Melbourne,11-12,DoubleTree by Hilton Hotel Melbourne Flinders Street,Very good ,Hotel,"Melbourne, 0.5 km to Federation Square",235
Melbourne,11-12,Crown Towers Melbourne,Excellent ,Hotel,"Melbourne, 1.3 km to Federation Square",359
Melbourne,11-12,Mantra on Russell,Excellent ,Serviced apartment,"Melbourne, 0.5 km to Federation Square",199
Melbourne,11-12,Adina Apartment Hotel Melbourne on Flinders,Excellent ,Serviced apartment,"Melbourne, 0.8 km to Federation Square",184
Melbourne,12-13,Crowne Plaza Melbourne,Very good ,Hotel,"Melbourne, 1.2 km to Federation Square",333
Melbourne,12-13,InterContinental Melbourne,Excellent ,Hotel,"Melbourne, 0.7 km to Federation Square",404
Melbourne,12-13,Atlantis,Very good ,Hotel,"Melbourne, 1.0 km to Federation Square",111
Melbourne,12-13,Quest Flemington Apartment Hotels,Excellent ,Serviced apartment,"Melbourne, 4.5 km to Federation Square",170
Melbourne,12-13,Hotel Holiday Inn Melbourne Airport,Very good ,Hotel,"Melbourne, 3.1 km to Airport Essendon",224
Melbourne,12-13,Park Hyatt Melbourne,Excellent ,Hotel,"Melbourne, 1.2 km to Federation Square",405
Melbourne,12-13,Mantra 100 Exhibition,Very good ,Serviced apartment,"Melbourne, 0.7 km to Federation Square",219
Melbourne,12-13,Winston Apartments,Very good ,Serviced apartment,"Melbourne, 0.9 km to Federation Square",179
Melbourne,12-13,Parkroyal Melbourne Airport,Excellent ,Hotel,"Melbourne, 0.1 km to Airport Melbourne Tullamarine",272
Melbourne,12-13,Crown Promenade Melbourne,Excellent ,Hotel,"Melbourne, 1.2 km to Federation Square",259
Melbourne,12-13,Travelodge Melbourne Docklands,Very good ,Hotel,"Melbourne, 1.3 km to Federation Square",179
Melbourne,12-13,Ibis Melbourne Central,Excellent ,Hotel,"Melbourne, 0.4 km to City centre",124
Melbourne,12-13,Hotel 115,Excellent ,Hotel,"Melbourne, 6.7 km to Federation Square",186
Melbourne,12-13,Rendezvous Hotel Melbourne,Very good ,Hotel,"Melbourne, 0.5 km to Federation Square",164
Melbourne,12-13,Hotel Mantra on the Park,Very good ,Serviced apartment,"Melbourne, 0.8 km to Federation Square",199
Melbourne,12-13,Crown Towers Melbourne,Excellent ,Hotel,"Melbourne, 1.3 km to Federation Square",378
Melbourne,12-13,Hotel Crown Metropol Melbourne,Excellent ,Hotel,"Melbourne, 1.3 km to Federation Square",339
Melbourne,12-13,Hotel Mercure Melbourne Albert Park,Very good ,Hotel,"Melbourne, 2.2 km to St Kilda Beach",97
Melbourne,12-13,ibis Melbourne Swanston Street,Very good ,Hotel,"Melbourne, 1.1 km to Federation Square",125
Melbourne,12-13,BreakFree On Collins, ,,"Melbourne, 0.4 km to Federation Square",169
Melbourne,12-13,Hotel Quest Hawthorn,Excellent ,Serviced apartment,"Melbourne, 6.4 km to Federation Square",209
Melbourne,12-13,Playhouse Apartments,Excellent ,Serviced apartment,"Melbourne, 0.7 km away from the beach",149
Melbourne,12-13,Mantra on Russell,Excellent ,Serviced apartment,"Melbourne, 0.5 km to Federation Square",209
Melbourne,12-13,Southern Cross Serviced Apartments,Excellent ,Serviced apartment,"Melbourne, 1.0 km to Federation Square",151
Melbourne,12-13,Grand Hyatt Melbourne,Excellent ,Hotel,"Melbourne, 0.6 km to Federation Square",439
Melbourne,13-14,Crowne Plaza Melbourne,Very good ,Hotel,"Melbourne, 1.2 km to Federation Square",333
Melbourne,13-14,InterContinental Melbourne,Excellent ,Hotel,"Melbourne, 0.7 km to Federation Square",428
Melbourne,13-14,Atlantis,Very good ,Hotel,"Melbourne, 1.0 km to Federation Square",111
Melbourne,13-14,Mantra 100 Exhibition,Very good ,Serviced apartment,"Melbourne, 0.7 km to Federation Square",219
Melbourne,13-14,Hotel Holiday Inn Melbourne Airport,Very good ,Hotel,"Melbourne, 3.1 km to Airport Essendon",220
Melbourne,13-14,Quest Flemington Apartment Hotels,Excellent ,Serviced apartment,"Melbourne, 4.5 km to Federation Square",170
Melbourne,13-14,Park Hyatt Melbourne,Excellent ,Hotel,"Melbourne, 1.2 km to Federation Square",425
Melbourne,13-14,Parkroyal Melbourne Airport,Excellent ,Hotel,"Melbourne, 0.1 km to Airport Melbourne Tullamarine",272
Melbourne,13-14,Winston Apartments,Very good ,Serviced apartment,"Melbourne, 0.9 km to Federation Square",179
Melbourne,13-14,Travelodge Melbourne Docklands,Very good ,Hotel,"Melbourne, 1.3 km to Federation Square",206
Melbourne,13-14,Hotel 115,Excellent ,Hotel,"Melbourne, 6.7 km to Federation Square",186
Melbourne,13-14,Hotel Mantra on the Park,Very good ,Serviced apartment,"Melbourne, 0.8 km to Federation Square",199
Melbourne,13-14,Ibis Melbourne Central,Excellent ,Hotel,"Melbourne, 0.4 km to City centre",144
Melbourne,13-14,Crown Promenade Melbourne,Excellent ,Hotel,"Melbourne, 1.2 km to Federation Square",329
Melbourne,13-14,ibis Melbourne Swanston Street,Very good ,Hotel,"Melbourne, 1.1 km to Federation Square",125
Melbourne,13-14,Playhouse Apartments,Excellent ,Serviced apartment,"Melbourne, 0.7 km away from the beach",149
Melbourne,13-14,Crown Towers Melbourne,Excellent ,Hotel,"Melbourne, 1.3 km to Federation Square",399
Melbourne,13-14,DoubleTree by Hilton Hotel Melbourne Flinders Street,Very good ,Hotel,"Melbourne, 0.5 km to Federation Square",270
Melbourne,13-14,BreakFree On Collins, ,,"Melbourne, 0.4 km to Federation Square",179
Melbourne,13-14,Hotel Crown Metropol Melbourne,Excellent ,Hotel,"Melbourne, 1.3 km to Federation Square",369
Melbourne,13-14,Apartments of Waverley,Excellent ,Serviced apartment,"Melbourne, 16.7 km to St Kilda Beach",205
Melbourne,13-14,Rendezvous Hotel Melbourne,Very good ,Hotel,"Melbourne, 0.5 km to Federation Square",207
Melbourne,13-14,Hotel Quest Hawthorn,Excellent ,Serviced apartment,"Melbourne, 6.4 km to Federation Square",209
Melbourne,13-14,Grand Hyatt Melbourne,Excellent ,Hotel,"Melbourne, 0.6 km to Federation Square",429
Melbourne,13-14,Mantra on Russell,Excellent ,Serviced apartment,"Melbourne, 0.5 km to Federation Square",229
Melbourne,14-15,Crowne Plaza Melbourne,Very good ,Hotel,"Melbourne, 1.2 km to Federation Square",333
Melbourne,14-15,InterContinental Melbourne,Excellent ,Hotel,"Melbourne, 0.7 km to Federation Square",404
Melbourne,14-15,Atlantis,Very good ,Hotel,"Melbourne, 1.0 km to Federation Square",111
Melbourne,14-15,Quest Flemington Apartment Hotels,Excellent ,Serviced apartment,"Melbourne, 4.5 km to Federation Square",170
Melbourne,14-15,Hotel Holiday Inn Melbourne Airport,Very good ,Hotel,"Melbourne, 3.1 km to Airport Essendon",240
